x-value,y-value,z-value,timestamp,travel_mode
18.43901,-4.7352448,9.246841,04-09-2017 07:31:18,Dummy shake
11.781296,10.761856,6.4777374,04-09-2017 07:31:19,Dummy shake
12.652283,7.7427063,9.042847,04-09-2017 07:31:20,Dummy shake
8.655075,-6.3209456,4.82100675,04-09-2017 07:31:24,Dummy shake
3.593956,-5.17269115,8.8298875,04-09-2017 07:31:25,Dummy shake
17.330551,-7.748413,-0.78567505,04-09-2017 07:31:29,Dummy shake
16.205933,-2.3837128,-2.7717133,04-09-2017 07:31:30,Dummy shake
7.2232666,10.469345,7.170471,04-09-2017 07:31:35,Dummy shake
7.360855,-5.760582,21.0625915,04-09-2017 07:31:36,Dummy shake
5.88089755,-6.2822114,13.6789475,04-09-2017 07:31:37,Dummy shake
13.594757,-0.57472991,-9.1073075,04-09-2017 07:31:39,Dummy shake
11.136734,0.11199951,13.857208,04-09-2017 07:31:40,Dummy shake
13.089279,0.43504333,-6.583481,04-09-2017 07:31:41,Dummy shake
13.95668,0.475708,-10.83194,04-09-2017 07:31:42,Dummy shake
12.53653,-0.7482147,-11.474411,04-09-2017 07:31:43,Dummy shake
13.3674395,-2.1719437,-10.7326355,04-09-2017 07:31:44,Dummy shake
13.5181885,-3.0237885,-11.553963,04-09-2017 07:31:45,Dummy shake
11.5423125,-2.0343628,-9.402222,04-09-2017 07:31:46,Dummy shake
14.990372,1.2557678,8.866974,04-09-2017 07:31:47,Dummy shake
15.467743,-0.0889892575,-0.6917495,04-09-2017 07:31:48,Dummy shake
12.761459,-5.996872,-8.815979,04-09-2017 07:31:49,Dummy shake
9.243408,-1.7388382,15.2378695,04-09-2017 07:31:50,Dummy shake
10.9142,-3.76377105,-12.88797,04-09-2017 07:31:51,Dummy shake
11.024277,-0.6955719,-19.223557,04-09-2017 07:31:52,Dummy shake
9.660355,-2.2233887,9.532181,04-09-2017 07:31:53,Dummy shake
14.155273,-4.554001,8.412338,04-09-2017 07:31:54,Dummy shake
22.9937665,8.74650565,9.1774445,04-09-2017 07:31:55,Dummy shake
17.9814,-4.0311737,4.8506317,04-09-2017 07:31:56,Dummy shake
16.3638535,-5.0798263,4.5150299,04-09-2017 07:31:57,Dummy shake
10.857971,-0.93963623,11.164093,04-09-2017 07:31:58,Dummy shake
0.5951538,-0.42637634,20.516434,04-09-2017 07:31:59,Dummy shake
0.3319397,1.7104034,15.893509,04-09-2017 07:32:00,Dummy shake
14.6027375,-1.94522095,14.2322845,04-09-2017 07:32:01,Dummy shake
15.5239715,4.39515675,8.290909,04-09-2017 07:32:02,Dummy shake
17.9879765,5.23503875,-7.57769765,04-09-2017 07:32:04,Dummy shake
21.3498995,7.89884965,1.2416534,04-09-2017 07:32:05,Dummy shake
14.3090135,-1.1095276,-3.0199661,04-09-2017 07:32:07,Dummy shake
16.366249,-3.8026504,-3.725853,04-09-2017 07:32:08,Dummy shake
12.190773,-6.12847135,8.2974855,04-09-2017 07:32:09,Dummy shake
14.028458,0.46614075,14.917236,04-09-2017 07:32:10,Dummy shake
4.410507,-5.298172,13.748337,04-09-2017 07:32:11,Dummy shake
7.3064195,-2.2538986,31.4588085,04-09-2017 07:32:12,Dummy shake
6.098648,1.2198792,28.860214,04-09-2017 07:32:13,Dummy shake
4.3494873,-0.055496216,26.356125,04-09-2017 07:32:14,Dummy shake
4.23703,-0.61302185,22.118423,04-09-2017 07:32:15,Dummy shake
2.94550325,-0.25230408,17.8239135,04-09-2017 07:32:16,Dummy shake
3.9666443,1.054779,17.179642,04-09-2017 07:32:17,Dummy shake
3.534729,0.545105,19.28891,04-09-2017 07:32:18,Dummy shake
3.8398132,0.8322449,17.365082,04-09-2017 07:32:19,Dummy shake
2.7343292,0.697052,15.674561,04-09-2017 07:32:20,Dummy shake
6.3008423,-1.6096344,8.244843,04-09-2017 07:32:21,Dummy shake
1.9123993,-0.26965332,15.752319,04-09-2017 07:32:22,Dummy shake
10.903427,8.8398285,11.316025,04-09-2017 07:32:23,Dummy shake
8.067932,4.4681396,10.794403,04-09-2017 07:32:24,Dummy shake
3.7488937,-0.95220185,15.724808,04-09-2017 07:32:25,Dummy shake
2.051178,-1.0867996,18.6548235,04-09-2017 07:32:26,Dummy shake
1.6455994,-0.12487793,16.171066,04-09-2017 07:32:27,Dummy shake
2.0272522,0.24360657,15.954514,04-09-2017 07:32:29,Dummy shake
-3.114914,-0.5926819,14.658798,04-09-2017 07:32:30,Dummy shake
-4.98670195,1.85816955,13.964287,04-09-2017 07:32:31,Dummy shake
6.214691,5.4791107,10.891312,04-09-2017 07:32:32,Dummy shake
1.96923065,1.7899704,22.193207,04-09-2017 07:32:33,Dummy shake
-2.026184,2.1279602,22.671173,04-09-2017 07:32:34,Dummy shake
-1.6014557,6.75447835,11.781441,04-09-2017 07:32:35,Dummy shake
-1.38251495,-0.80145263,18.5226135,04-09-2017 07:32:36,Dummy shake
1.0557709,-2.6840057,17.722809,04-09-2017 07:32:37,Dummy shake
1.2376251,-0.9360504,17.283737,04-09-2017 07:32:38,Dummy shake
1.8238678,-1.8046417,17.020523,04-09-2017 07:32:39,Dummy shake
1.4517822,-0.26008606,15.678146,04-09-2017 07:32:40,Dummy shake
1.17900085,0.01509094,15.262993,04-09-2017 07:32:41,Dummy shake
-0.405044555,-0.414413455,17.389618,04-09-2017 07:32:42,Dummy shake
1.35247805,-1.6461182,16.948135,04-09-2017 07:32:43,Dummy shake
1.2615509,-1.3392487,16.39241,04-09-2017 07:32:44,Dummy shake
4.15448,-1.4780273,16.254822,04-09-2017 07:32:45,Dummy shake
0.32237244,1.0428162,15.994003,04-09-2017 07:32:46,Dummy shake
2.169632,-0.58011628,15.219322,04-09-2017 07:32:47,Dummy shake
2.054779,0.074920654,14.163498,04-09-2017 07:32:51,Dummy shake
2.100235,-1.2124176,16.051422,04-09-2017 07:32:52,Dummy shake
2.515396,-0.92767334,14.816727,04-09-2017 07:32:53,Dummy shake
-0.708335885,-0.229568485,15.85043325,04-09-2017 07:32:54,Dummy shake
2.2378235,-1.3595734,16.227295,04-09-2017 07:32:55,Dummy shake
3.0166931,-1.50494385,15.6458435,04-09-2017 07:32:56,Dummy shake
2.3861771,-1.29497525,16.060402,04-09-2017 07:32:57,Dummy shake
3.55448155,-1.0808182,14.561897,04-09-2017 07:32:58,Dummy shake
2.7391205,0.067138672,15.0123445,04-09-2017 07:32:59,Dummy shake
2.9616547,0.15866089,15.548935,04-09-2017 07:33:00,Dummy shake
1.1478882,0.644409175,15.7445525,04-09-2017 07:33:09,Dummy shake
1.5630493,1.0404205,14.193405,04-09-2017 07:33:11,Dummy shake
2.3514862,1.0069275,13.799774,04-09-2017 07:33:12,Dummy shake
2.20970915,0.51220702,15.1989825,04-09-2017 07:33:13,Dummy shake
2.5441132,0.65756226,14.096497,04-09-2017 07:33:14,Dummy shake
3.5598602,-1.341629,15.335968,04-09-2017 07:33:15,Dummy shake
3.6914673,-1.0832062,14.547531,04-09-2017 07:33:16,Dummy shake
1.4745178,-0.506546,15.827698,04-09-2017 07:33:17,Dummy shake
2.2994385,-1.8219986,15.699089,04-09-2017 07:33:18,Dummy shake
2.4519806,-0.822387685,14.89151,04-09-2017 07:33:19,Dummy shake
2.39455415,-1.5258789,16.1686785,04-09-2017 07:33:20,Dummy shake
1.565445,1.0045319,15.0954895,04-09-2017 07:33:21,Dummy shake
2.4268646,10.4998475,9.821716,04-09-2017 07:33:35,Dummy shake
0.62387085,-2.4734344,18.513641,04-09-2017 07:33:36,Dummy shake
4.95607,-11.033752,18.0578,04-09-2017 07:45:32,Dummy shake
12.215897,-12.998871,3.2593842,04-09-2017 07:45:35,Dummy shake
16.036636,4.0939484,4.462677,04-09-2017 07:45:36,Dummy shake
4.110809,-10.5966185,7.12140655,04-09-2017 07:45:37,Dummy shake
-1.1928711,-40.27704,15.22052,04-09-2017 07:45:38,Dummy shake
11.996353,3.4398193,9.234268,04-09-2017 07:45:39,Dummy shake
0.5410155,-12.240341,10.2081525,04-09-2017 07:45:40,Dummy shake
-2.3635712,-16.741241,7.8464355,04-09-2017 07:45:44,Dummy shake
3.68009185,-3.2624815,17.611847,04-09-2017 07:45:48,Dummy shake
-1.6433258,2.156067,21.721817,04-09-2017 07:45:51,Dummy shake
6.3971405,-0.37852478,21.892303,04-09-2017 07:45:53,Dummy shake
2.917984,0.6103058,17.323212,04-09-2017 07:45:54,Dummy shake
9.077698,-4.0383453,31.10167,04-09-2017 07:45:55,Dummy shake
5.1098022,-2.5482178,18.642853,04-09-2017 07:45:56,Dummy shake
5.063156,-1.3811188,30.371277,04-09-2017 07:45:57,Dummy shake
7.3130035,1.8246613,27.546555,04-09-2017 07:45:58,Dummy shake
4.86393735,-0.7482147,20.4718625,04-09-2017 07:45:59,Dummy shake
6.0720138,-3.3605728,13.5694655,04-09-2017 07:46:00,Dummy shake
1.210411085,-2.3232956,15.7262955,04-09-2017 07:47:13,Walk
0.70462036,-4.0730286,16.086716,04-09-2017 07:47:14,Walk
6.9720154,-5.0953674,12.569275,04-09-2017 07:47:15,Walk
5.719986,-3.54422,12.322205,04-09-2017 07:47:17,Walk
4.0473938,-3.7398453,14.77964,04-09-2017 07:47:21,Walk
3.7429047,-4.8375397,12.597382,04-09-2017 07:47:23,Walk
7.3940582,-4.1436233,13.8910065,04-09-2017 07:47:24,Walk
4.5355225,-6.013611,13.49469,04-09-2017 07:47:25,Walk
6.0388184,-2.06427,12.579437,04-09-2017 07:47:29,Walk
11.0529785,-9.054291,9.6996765,04-09-2017 07:47:32,Walk
8.310806,-8.33226,12.522003,04-09-2017 07:47:35,Walk
4.4751129,-9.393181,9.841156,04-09-2017 07:47:36,Walk
14.7430035,-8.94242875,6.4080428,04-09-2017 07:47:38,Walk
10.987778,-11.270645,11.345337,04-09-2017 07:47:44,Walk
8.376602,-8.664871,7.1441345,04-09-2017 07:47:48,Walk
10.388367,-10.507935,6.6589966,04-09-2017 07:47:49,Walk
4.388962,-13.135849,4.5281982,04-09-2017 07:47:51,Walk
10.304626,-6.4066315,10.395996,04-09-2017 07:47:53,Walk
9.1465,-4.673645,10.16748,04-09-2017 07:47:56,Walk
12.663345,-8.386688,3.4681702,04-09-2017 07:47:58,Walk
10.7990415,-7.18042,6.2540208,04-09-2017 07:47:59,Walk
5.5351257,-10.283005,16.026306,04-09-2017 07:48:00,Walk
11.4265595,-7.841133,7.12439735,04-09-2017 07:48:01,Walk
10.189178,-6.257675,7.602371,04-09-2017 07:48:02,Walk
12.262558,-7.5881042,1.8883057,04-09-2017 07:48:11,Walk
18.02687,-9.147018,6.9383698,04-09-2017 07:48:17,Walk
12.6800995,-7.525879,4.355316,04-09-2017 07:48:18,Walk
10.8471985,-9.044128,4.0992737,04-09-2017 07:48:19,Walk
12.645401,-6.224182,6.9455414,04-09-2017 07:48:20,Walk
6.016098,-10.500168,6.977844,04-09-2017 07:48:21,Walk
0.65856934,-12.334259,10.013138,04-09-2017 07:48:22,Walk
9.75247975,-8.25389875,7.4480362,04-09-2017 07:48:24,Walk
12.233841,-6.47872165,3.8115387,04-09-2017 07:48:25,Walk
11.32457,-8.732468,6.364685,04-09-2017 07:48:26,Walk
11.127747,-5.6337585,6.261795,04-09-2017 07:48:30,Walk
8.213287,-10.917099,6.3634796,04-09-2017 07:48:32,Walk
12.398346,-4.73645,5.0199127,04-09-2017 07:48:34,Walk
6.843994,-2.7450104,14.991699,04-09-2017 08:03:05,Dummy shake
8.247406,-0.8690491,22.230896,04-09-2017 08:03:07,Dummy shake
8.816895,4.791168,23.367477,04-09-2017 08:03:08,Dummy shake
4.9752197,2.0250702,24.038666,04-09-2017 08:03:09,Dummy shake
2.02246865,-0.251106265,0.34494,04-09-2017 08:03:10,Dummy shake
4.947693,-2.0391388,26.62053,04-09-2017 08:03:11,Dummy shake
3.1243668,1.82227325,15.882736,04-09-2017 08:03:25,Dummy shake
2.5716248,0.6288605,14.750931,04-09-2017 08:03:32,Dummy shake
2.8216705,-2.1246872,14.8442535,04-09-2017 08:03:33,Dummy shake
-12.7544025,-2.88201905,5.616333,04-09-2017 11:52:35,Walk
-13.5195085,-1.99008945,4.35112,04-09-2017 11:52:36,Walk
-14.491592,-1.9506073,2.4243011,04-09-2017 11:52:37,Walk
-14.286415,-0.008834835,2.1820297,04-09-2017 11:52:38,Walk
-14.038742,-1.2441406,3.3246002,04-09-2017 11:52:39,Walk
-14.227188,-0.58550262,4.14234925,04-09-2017 11:52:41,Walk
-14.394089,-1.0999527,3.356308,04-09-2017 11:52:42,Walk
-14.1117325,-0.418006895,4.45939625,04-09-2017 11:52:43,Walk
-13.12529,-3.6255798,3.4316864,04-09-2017 11:52:44,Walk
-14.000458,-0.87384033,3.9670715,04-09-2017 11:52:46,Walk
-13.675034,-0.5388489,3.3754425,04-09-2017 11:52:47,Walk
-13.587105,-1.98769375,3.4083481,04-09-2017 11:52:50,Walk
-13.7318725,-3.1278763,3.98980715,04-09-2017 11:52:51,Walk
-13.812027,-1.3595734,4.379242,04-09-2017 11:52:52,Walk
-12.758591,-1.8626709,5.25441,04-09-2017 11:52:55,Walk
-13.334061,-1.427185,5.875946,04-09-2017 11:52:56,Walk
-13.852112,-0.30374146,5.2484283,04-09-2017 11:52:57,Walk
-3.9751282,3.0043182,13.256607,04-09-2017 11:52:59,Walk
-13.945435,-4.781906,6.936569,04-09-2017 11:53:01,Walk
-13.768356,-2.9878845,3.3473206,04-09-2017 11:53:02,Walk
-12.497772,-4.28839115,3.5267944,04-09-2017 11:53:14,Walk
-13.687012,-2.2054443,3.443634,04-09-2017 11:53:15,Walk
-14.138641,-0.7147217,4.3289948,04-09-2017 11:53:18,Walk
-15.274048,-2.6301575,3.389801,04-09-2017 11:53:19,Walk
-14.5026625,-1.33386232,4.02988425,04-09-2017 11:53:20,Walk
-13.9083405,-2.0642624485,3.66049195,04-09-2017 11:53:21,Walk
-16.6176145,-1.77024841,4.14443975,04-09-2017 11:53:22,Walk
-15.291092,-3.128769,4.40944685,04-09-2017 11:53:23,Walk
-13.419006,-1.6748352,4.53656,04-09-2017 11:53:24,Walk
-13.611633,-2.2341614,3.5477295,04-09-2017 11:53:26,Walk
-13.353806,-2.2383423,4.0897064,04-09-2017 11:53:27,Walk
-5.999466,-7.2447205,12.137955,04-09-2017 11:53:36,Walk
-5.07045,-6.8863983,11.596588,04-09-2017 11:53:39,Walk
-3.0401306,-2.4806213,14.4608,04-09-2017 11:53:49,Walk
-2.207428,-4.144821,13.465378,04-09-2017 11:53:51,Walk
-3.7669525,-4.1878967,13.480942,04-09-2017 11:53:52,Walk
-2.7930756,-4.0766296,13.130981,04-09-2017 11:53:59,Walk
-2.9354553,-4.280609,13.099884,04-09-2017 11:54:01,Walk
-4.4106293,-4.9727325,12.8582,04-09-2017 11:54:03,Walk
-8.328278,-5.2772217,13.185425,04-09-2017 11:54:05,Walk
11.886871,-7.369751,1.1656799,04-09-2017 11:54:08,Walk
12.469528,-7.3027496,1.8691711,04-09-2017 11:54:12,Walk
13.557068,-8.2954713,2.3794327,04-09-2017 11:54:16,Walk
11.721771,-8.406433,-0.22096252,04-09-2017 11:54:17,Walk
12.090866,-7.3751373,0.4986725,04-09-2017 11:54:18,Walk
12.670532,-6.3743286,-0.6390991,04-09-2017 11:54:25,Walk
12.937927,-5.816803,0.32937622,04-09-2017 11:54:30,Walk
13.07252525,-10.007538,2.117118735,04-09-2017 11:54:34,Walk
12.760254,-6.827179,2.1539154,04-09-2017 11:54:40,Walk
11.906616,-7.576729,1.05590819,04-09-2017 11:54:42,Walk
13.640823,-8.53685,0.38861084,04-09-2017 11:54:43,Walk
13.901039,-3.74671935,4.62659465,04-09-2017 11:54:44,Walk
-14.149414,-4.859375,2.43506625,04-09-2017 11:54:55,Walk
-13.376236,-5.07891845,0.376945495,04-09-2017 11:54:56,Walk
-13.534454,-3.2654572,-0.1689148,04-09-2017 11:54:57,Walk
-12.955994,-5.2933807,0.5656738,04-09-2017 11:54:59,Walk
-14.309738,-3.1278687,-1.1368103,04-09-2017 11:55:01,Walk
